frequency,weight,count,label
2,0.18298261665141813,1093,0
6,0.5489478499542544,1093,0
7,0.6404391582799633,1093,0
10,0.9149130832570906,1093,0
2,0.18298261665141813,1093,0
2,0.18298261665141813,1093,0
6,0.5489478499542544,1093,0
4,0.36596523330283626,1093,0
6,0.5489478499542544,1093,0
11,1.0064043915827996,1093,0
5,0.4574565416285453,1093,0
2,0.18298261665141813,1093,0
5,0.4574565416285453,1093,0
3,0.2744739249771272,1093,0
4,0.36596523330283626,1093,0
5,0.4574565416285453,1093,0
2,0.18298261665141813,1093,0
2,0.18298261665141813,1093,0
2,0.18298261665141813,1093,0
2,0.18298261665141813,1093,0
5,0.4574565416285453,1093,0
55,5.032021957913998,1093,0
4,0.36596523330283626,1093,0
11,1.0064043915827996,1093,0
5,0.4574565416285453,1093,0
12,1.0978956999085088,1093,0
14,1.2808783165599267,1093,0
6,0.5489478499542544,1093,0
3,0.2744739249771272,1093,0
13,1.1893870082342177,1093,0
4,0.36596523330283626,1093,0
2,0.18298261665141813,1093,0
7,0.6404391582799633,1093,0
6,0.5489478499542544,1093,0
6,0.5489478499542544,1093,0
3,0.2744739249771272,1093,0
14,1.2808783165599267,1093,0
5,0.4574565416285453,1093,0
22,2.012808783165599,1093,0
8,0.7319304666056725,1093,0
7,0.6404391582799633,1093,0
5,0.4574565416285453,1093,0
35,3.2021957913998174,1093,0
4,0.36596523330283626,1093,0
9,0.8234217749313815,1093,0
9,0.8234217749313815,1093,0
7,0.6404391582799633,1093,0
12,1.0978956999085088,1093,0
10,0.9149130832570906,1093,0
12,1.0978956999085088,1093,0
9,0.8234217749313815,1093,0
3,0.2744739249771272,1093,0
4,0.36596523330283626,1093,0
7,0.6404391582799633,1093,0
2,0.18298261665141813,1093,0
11,1.0064043915827996,1093,0
2,0.18298261665141813,1093,0
4,0.36596523330283626,1093,0
4,0.36596523330283626,1093,0
28,2.5617566331198534,1093,0
32,2.92772186642269,1093,0
2,0.18298261665141813,1093,0
2,0.18298261665141813,1093,0
2,0.18298261665141813,1093,0
17,1.555352241537054,1093,0
2,0.18298261665141813,1093,0
8,0.7319304666056725,1093,0
7,0.6404391582799633,1093,0
16,1.463860933211345,1093,0
14,1.2808783165599267,1093,0
12,1.0978956999085088,1093,0
17,1.555352241537054,1093,0
9,0.8234217749313815,1093,0
12,1.0978956999085088,1093,0
4,0.36596523330283626,1093,0
2,0.18298261665141813,1093,0
2,0.18298261665141813,1093,0
2,0.18298261665141813,1093,0
10,0.9149130832570906,1093,0
38,3.476669716376944,1093,0
8,0.7319304666056725,1093,0
4,0.36596523330283626,1093,0
4,0.36596523330283626,1093,0
2,3.7735849056603774,53,0
6,11.320754716981133,53,1
7,9.210526315789473,76,0
6,7.894736842105263,76,0
2,2.631578947368421,76,0
6,7.894736842105263,76,0
2,2.631578947368421,76,0
2,2.631578947368421,76,0
2,2.631578947368421,76,0
4,5.263157894736842,76,0
4,8.0,50,0
4,8.0,50,0
2,3.7735849056603774,53,0
8,15.09433962264151,53,1
3,6.25,48,0
6,12.5,48,1
6,13.636363636363635,44,1
2,1.3333333333333335,150,0
